pl_name,hostname,pl_letter,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_age,st_rotp,mass_class,evol_stage,host_bin,secs_pl_orbper,msol_kg,a_calc,st_mass_bin,age_bin,j_mass_bin,log10_tau_wein,t_a_wein_yr,t_a_wein_sec,Pdot_WN_ss,Pdot_WN_ms_yr,Mp_kg,Rstar_m,a_m,n_rad_s,Prot_sec,Omega_st_rad_s,adot_over_a_Q6,adot_over_a_Q7,adot_over_a_Q8,Pdot_Q6_ms_yr,Pdot_Q7_ms_yr,Pdot_Q8_ms_yr,ratio_WN_to_Q6,ratio_WN_to_Q7,ratio_WN_to_Q8,abs_Pdot_WN,abs_Pdot_Q7
HD 7924 b,HD 7924,b,1,3,5.39792,0.06,,6.476,0.06,K0.5 V,5131.00,0.78,0.65,-0.2100,4.46,0.8800,,Cool,Main Sequence,Cool MS,466380.288,1.29285E+30,0.05217,0.8,1.07,3,15.72944974,5.36352E+15,1.6926E+23,-4.13312E-18,-1.30431E-07,1.22923E+28,542646000,8975872242,1.34722E-05,0,0,-4.65518E-19,-4.65518E-20,-4.65518E-21,-0.010277133,-0.001027713,-0.000102771,1.26914E-05,0.000126914,0.001269141,1.30431E-07,0.001027713
TOI-5350 b,TOI-5350,b,1,1,7.581367,0.0796,1.108,6.59,0.0165,,6220.00,1.263,1.167,0.0440,4.304,3.1000,,Hot,Main Sequence,,655030.1088,2.32116E+30,0.07952,1.2,4,3,13.42506802,2.66114E+13,8.39792E+20,-1.16999E-15,-3.69219E-05,1.25087E+28,878669100,11907990508,9.59221E-06,0,0,-5.08828E-19,-5.08828E-20,-5.08828E-21,-0.015777119,-0.001577712,-0.000157771,0.002340221,0.023402206,0.234022058,3.69219E-05,0.001577712
HAT-P-70 b,HAT-P-70,b,1,1,2.74432452,0.04739,1.87,6.78,0,,8450.00,1.858,1.89,-0.0590,4.181,0.6000,,Hot,Main Sequence,,237109.6385,3.75921E+30,0.04743,2,0.7,3,13.40093634,2.51731E+13,7.94402E+20,-4.47713E-16,-1.41288E-05,1.28693E+28,1292610600,7089443092,2.64991E-05,0,0,-8.22584E-17,-8.22584E-18,-8.22584E-19,-0.923261295,-0.09232613,-0.009232613,1.53031E-05,0.000153031,0.00153031,1.41288E-05,0.09232613
HAT-P-20 b,HAT-P-20,b,1,1,2.875317,0.0361,0.867,7.246,0.015,K3,4595.00,0.694,0.756,0.3500,4.63,6.7000,14.48,Cool,Main Sequence,Cool MS,248427.3888,1.50368E+30,0.03605,0.8,4.87,3,11.12820038,1.34338E+11,4.2394E+18,-8.78995E-14,-0.002773897,1.37538E+28,482815800,5400483132,2.52918E-05,1251072,5.02224E-06,-4.76507E-18,-4.76507E-19,-4.76507E-20,-0.056035639,-0.005603564,-0.000560356,0.049502373,0.495023729,4.950237293,0.002773897,0.005603564
XO-3 b,XO-3,b,1,1,3.19154,0.0476,1.41,7.29,0.29,F5V,6429.00,1.54,0.58,-0.1800,3.95,2.8200,,Cool,Subgiant,Cool Subgiant,275749.056,1.15362E+30,0.03538,0.5,1.07,3,17.64792781,4.44557E+17,1.40292E+25,-2.94831E-20,-9.30417E-10,1.38374E+28,1071378000,7120858645,2.27859E-05,0,0,-9.48246E-17,-9.48246E-18,-9.48246E-19,-1.23774195,-0.123774195,-0.012377419,7.51705E-10,7.51705E-09,7.51705E-08,9.30417E-10,0.123774195
Kepler-324 b,Kepler-324,b,1,4,4.385315,0.05,0.102,7.59655193,0,,5194.00,0.84,0.901,0.1800,4.53,3.3900,,Solar,Main Sequence,Solar MS,378891.216,1.79209E+30,0.05065,1,4.6,3,11.97062357,9.34595E+11,2.94936E+19,-1.92698E-14,-0.00060811,1.44192E+28,584388000,7479893535,1.65831E-05,0,0,-1.74779E-18,-1.74779E-19,-1.74779E-20,-0.03134728,-0.003134728,-0.000313473,0.019399135,0.193991348,1.939913481,0.00060811,0.003134728
CoRoT-14 b,CoRoT-14,b,1,1,1.51214,0.027,1.09,7.6,0,F9 V,6035.00,1.21,1.13,0.0500,4.35,4.2000,,Hot,Main Sequence,,130648.896,2.24757E+30,0.02686,1.2,4,3,8.884977705,767322097.1,2.42148E+16,-8.09311E-12,-0.255399062,1.44258E+28,841797000,4039142509,4.80921E-05,0,0,-5.4614E-16,-5.4614E-17,-5.4614E-18,-3.377574324,-0.337757432,-0.033775743,0.075616119,0.75616119,7.561611904,0.255399062,0.337757432
TOI-6303 b,TOI-6303,b,1,1,9.485236,0.0761,1.034,7.84,0.02,,3977.00,0.609,0.644,0.4400,4.67,6.4000,,Cool,Main Sequence,Cool MS,819524.3904,1.28092E+30,0.07573,0.5,4.97,3,18.22547143,1.68063E+18,5.30366E+25,-2.31781E-20,-7.31445E-10,1.48813E+28,423681300,11384397960,7.66687E-06,0,0,-2.86153E-20,-2.86153E-21,-2.86153E-22,-0.001110082,-0.000111008,-1.11008E-05,6.58911E-07,6.58911E-06,6.58911E-05,7.31445E-10,0.000111008
WASP-167 b,WASP-167,b,1,1,2.0219596,0.0365,1.58,8,,F1 V,7000.00,1.79,1.59,0.1000,4.13,1.2900,1.81,Hot,Main Sequence,,174697.3094,3.16251E+30,0.03653,1.5,2.03,3,10.98638924,96914607472,3.05839E+18,-8.56809E-14,-0.002703885,1.5185E+28,1245303000,5460322281,3.59661E-05,156384,4.01779E-05,5.61498E-17,5.61498E-18,5.61498E-19,0.464333424,0.046433342,0.004643334,-0.005823154,-0.058231542,-0.582315416,0.002703885,0.046433342
TOI-6420 b,TOI-6420,b,1,1,6.961508,0.0753,1.065,8.2,0.078,,6020.00,1.312,1.165,0.2400,4.268,4.4000,,Hot,Main Sequence,,601474.2912,2.31719E+30,0.07508,1.2,4,3,13.18485855,1.53059E+13,4.83017E+20,-1.86787E-15,-5.89454E-05,1.55647E+28,912758400,11264719664,1.04463E-05,0,0,-1.10289E-18,-1.10289E-19,-1.10289E-20,-0.031401035,-0.003140103,-0.00031401,0.00187718,0.018771796,0.187717958,5.89454E-05,0.003140103
Kepler-14 b,Kepler-14,b,2,1,6.790123,0.0771,1.136,8.4,0.035,,6395.00,2.048,1.512,0.1200,3.994,2.2000,,Hot,Subgiant,Hot Subgiant,586666.6272,3.00737E+30,0.08055,1.5,2.03,3,14.29962935,1.99356E+14,6.2912E+21,-1.39878E-16,-4.41421E-06,1.59443E+28,1424793600,11533995831,1.071E-05,0,0,-7.34988E-18,-7.34988E-19,-7.34988E-20,-0.204111325,-0.020411132,-0.002041113,2.16265E-05,0.000216265,0.00216265,4.41421E-06,0.020411132
WASP-150 b,WASP-150,b,1,1,5.644207,0.0694,1.07,8.46,0.3775,F8,6218.00,1.651,1.394,0.1560,4.147,2.9500,,Hot,Main Sequence,,487659.4848,2.77267E+30,0.06931,1.5,2.5,3,9.981653197,9586348136,3.02522E+17,-2.41797E-12,-0.076305306,1.60582E+28,1148600700,10382092227,1.28844E-05,0,0,-5.56539E-18,-5.56539E-19,-5.56539E-20,-0.128471661,-0.012847166,-0.001284717,0.593946599,5.939465986,59.39465986,0.076305306,0.012847166
HD 10180 c,HD 10180,c,1,6,5.75969,0.06412,,8.626,0.073,G1 V,5911.00,1.109,1.06,0.0800,4.39,4.3000,,Solar,Main Sequence,Solar MS,497637.216,2.10834E+30,0.06412,1,4.6,3,12.75147946,5.6426E+12,1.78067E+20,-4.19199E-15,-0.000132289,1.63733E+28,771531300,9592215469,1.2626E-05,0,0,-1.48541E-18,-1.48541E-19,-1.48541E-20,-0.03499093,-0.003499093,-0.000349909,0.003780673,0.037806734,0.378067343,0.000132289,0.003499093
WASP-14 b,WASP-14,b,3,1,2.24375,0.037,1.38,8.84,0.09,,6475.00,1.4,1.62,0.0000,4.07,0.7500,,Hot,Main Sequence,,193860,3.22218E+30,0.03940,1.5,2.03,3,11.27105676,1.86662E+11,5.89062E+18,-4.9365E-14,-0.001557839,1.67795E+28,973980000,5535121216,3.24109E-05,0,0,-1.28129E-16,-1.28129E-17,-1.28129E-18,-1.175792115,-0.117579212,-0.011757921,0.001324928,0.013249276,0.132492765,0.001557839,0.117579212
HAT-P-2 b,HAT-P-2,b,1,2,5.6335158,0.06814,0.951,9.02,0.5172,F8,6380.00,1.39,1.33,0.1800,4.16,1.4400,,Hot,Main Sequence,,486735.7651,2.64537E+30,0.06815,1.2,1.05,3,22.06631784,1.16498E+22,3.67639E+29,-1.98592E-24,-6.2671E-14,1.71211E+28,967023000,10193598909,1.29088E-05,0,0,-2.88863E-18,-2.88863E-19,-2.88863E-20,-0.066554893,-0.006655489,-0.000665549,9.41644E-13,9.41644E-12,9.41644E-11,6.2671E-14,0.006655489
BD-08 2823 b,BD-08 2823,b,1,2,5.6,0.06,,9.277,0.15,K3 V,4816.00,0.71,0.5,-0.0600,4.43,4.5000,,Cool,Main Sequence,Cool MS,483840,9.945E+29,0.04899,0.5,4.97,3,16.04109066,1.09924E+16,3.46892E+23,-2.09218E-18,-6.60241E-08,1.7609E+28,493947000,8975872242,1.29861E-05,0,0,-5.22201E-19,-5.22201E-20,-5.22201E-21,-0.011960099,-0.00119601,-0.000119601,5.52036E-06,5.52036E-05,0.000552036,6.60241E-08,0.00119601
KOI-13 b,KOI-13,b,3,1,1.763588,0.03641,1.512,9.28,0.00064,,7650.00,1.74,1.72,0.2000,4.2,1.1200,,Hot,Main Sequence,,152374.0032,3.42108E+30,0.03423,1.5,2.03,3,10.61246257,40969679854,1.2929E+18,-1.76781E-13,-0.005578784,1.76146E+28,1210518000,5446858472,4.12353E-05,0,0,-5.17986E-16,-5.17986E-17,-5.17986E-18,-3.736148339,-0.373614834,-0.037361483,0.001493191,0.014931913,0.149319132,0.005578784,0.373614834
HATS-41 b,HATS-41,b,1,1,4.193649,0.0583,1.33,9.7,0.38,,6424.00,1.71,1.496,0.4700,4.14,1.3400,,Hot,Main Sequence,,362331.2736,2.97554E+30,0.05821,1.5,2.03,3,12.98161659,9.58554E+12,3.02497E+20,-1.7967E-15,-5.66997E-05,1.84119E+28,1189647000,8721555862,1.7341E-05,0,0,-2.28002E-17,-2.28002E-18,-2.28002E-19,-0.39105663,-0.039105663,-0.003910566,0.000144991,0.001449909,0.014499093,5.66997E-05,0.039105663
SWEEPS-11 b,SWEEPS-11,b,1,1,1.796,0.03,1.13,9.7,,,,1.45,1.1,,,,,Solar,,,155174.4,2.1879E+30,0.02985,,,,,,,,,,,,,,,,,,,,,,,,,
HD 162020 b,HD 162020,b,1,1,8.4282,0.08,1.11,9.84,0.28,K3 V,4723.00,0.75,0.42,-0.1000,4.31,6.0000,,Cool,Main Sequence,Cool MS,728196.48,8.3538E+29,0.06070,0.5,4.97,3,17.73570586,5.44134E+17,1.71716E+25,-6.36107E-20,-2.0074E-09,1.86776E+28,521775000,11967829656,8.62842E-06,0,0,-1.36748E-19,-1.36748E-20,-1.36748E-21,-0.004713722,-0.000471372,-4.71372E-05,4.25863E-07,4.25863E-06,4.25863E-05,2.0074E-09,0.000471372
TOI-6330 b,TOI-6330,b,1,1,6.8500246,0.05763,0.972,10,0.34,,3539.00,0.49,0.531,0.0800,4.77,7.6000,36,Cool,Main Sequence,Cool MS,591842.1254,1.05616E+30,0.05716,0.5,8.97,3,14.88943515,7.75238E+14,2.44647E+22,-3.62876E-17,-1.14515E-06,1.89813E+28,340893000,8621325288,1.06163E-05,3110400,2.02006E-06,-6.71953E-20,-6.71953E-21,-6.71953E-22,-0.001882523,-0.000188252,-1.88252E-05,0.000608306,0.006083055,0.060830555,1.14515E-06,0.000188252
Kepler-75 b,Kepler-75,b,1,1,8.8849116,0.0818,1.05,10.1,0.57,K0 V,5200.00,0.89,0.91,0.3000,4.5,6.2000,19.18,Solar,Main Sequence,Solar MS,767656.3622,1.80999E+30,0.08136,1,8.72,3,13.54200542,3.48342E+13,1.09928E+21,-1.04749E-15,-3.30562E-05,1.91711E+28,619173000,12237105823,8.18489E-06,1657152,3.79156E-06,-6.94456E-20,-6.94456E-21,-6.94456E-22,-0.00252352,-0.000252352,-2.52352E-05,0.013099236,0.130992364,1.309923641,3.30562E-05,0.000252352
WASP-18 b,WASP-18,b,2,2,0.94145223,0.02024,1.24,10.2,0.0051,F6 IV-V,6432.00,1.319,1.294,0.1070,4.31,1.5700,,Hot,Main Sequence,,81341.47267,2.57377E+30,0.02049,1.2,1.05,3,11.09674581,1.24953E+11,3.94321E+18,-3.09424E-14,-0.000976467,1.93609E+28,917628300,3027860903,7.72445E-05,0,0,-6.68485E-15,-6.68485E-16,-6.68485E-17,-25.73943842,-2.573943842,-0.257394384,3.79366E-05,0.000379366,0.00379366,0.000976467,2.573943842
CoRoT-27 b,CoRoT-27,b,1,1,3.57532,0.0476,1.007,10.39,0.065,G2,5900.00,1.08,1.05,-0.1000,4.4,4.2100,,Solar,Main Sequence,Solar MS,308907.648,2.08845E+30,0.04651,1,4.6,3,11.38572598,2.43067E+11,7.67061E+18,-6.04074E-14,-0.001906312,1.97216E+28,751356000,7120858645,2.034E-05,0,0,-1.13044E-17,-1.13044E-18,-1.13044E-19,-0.165299674,-0.016529967,-0.001652997,0.011532459,0.115324595,1.153245949,0.001906312,0.016529967
Kepler-238 b,Kepler-238,b,1,5,2.090876,0.034,0.154,10.39875583,0,,5751.00,1.43,1.229,0.3400,4.194,4.7900,,Hot,Main Sequence,,180651.6864,2.44448E+30,0.03428,1.2,4,3,9.797568388,6274344898,1.98003E+17,-1.36855E-12,-0.043188179,1.97382E+28,994851000,5086327604,3.47807E-05,0,0,-3.61776E-16,-3.61776E-17,-3.61776E-18,-3.093690296,-0.30936903,-0.030936903,0.013960085,0.139600848,1.396008479,0.043188179,0.30936903
HIP 57274 b,HIP 57274,b,1,3,8.1352,0.07,,10.57,0.19,K4 V,4510.00,0.78,0.29,0.0100,4.11,7.8700,,Cool,Main Sequence,Cool MS,702881.28,5.7681E+29,0.05240,0.5,8.97,3,15.40619769,2.54799E+15,8.04084E+22,-1.31121E-17,-4.13786E-07,2.00632E+28,542646000,10471850949,8.93918E-06,0,0,-5.22811E-19,-5.22811E-20,-5.22811E-21,-0.017394884,-0.001739488,-0.000173949,2.37878E-05,0.000237878,0.002378779,4.13786E-07,0.001739488
HD 125595 b,HD 125595,b,1,1,9.6737,0.08,,11.11,0,K4 V,4691.00,0.74,0.29,0.0800,4.17,3.5300,40.1,Cool,Main Sequence,Cool MS,835807.68,5.7681E+29,0.05882,0.5,4.97,3,18.30702511,2.0278E+18,6.39925E+25,-1.95915E-20,-6.18262E-10,2.10882E+28,514818000,11967829656,7.5175E-06,3464640,1.81352E-06,-1.38226E-19,-1.38226E-20,-1.38226E-21,-0.00546879,-0.000546879,-5.46879E-05,1.13053E-07,1.13053E-06,1.13053E-05,6.18262E-10,0.000546879
TOI-5261 b,TOI-5261,b,1,1,4.1509768,0.05134,1.035,11.49,0.1585,,5790.00,1.021,1.037,0.2540,4.436,4.2000,,Solar,Main Sequence,Solar MS,358644.3955,2.06259E+30,0.05117,1,4.6,3,11.81332577,6.50618E+11,2.05319E+19,-2.62015E-14,-0.000826855,2.18095E+28,710309700,7680354682,1.75193E-05,0,0,-5.64018E-18,-5.64018E-19,-5.64018E-20,-0.095753001,-0.0095753,-0.00095753,0.008635294,0.086352942,0.863529421,0.000826855,0.0095753
BD-14 3065 b,BD-14 3065 A,b,3,1,4.2889731,0.0656,1.926,12.37,0.066,,6935.00,2.35,1.41,-0.3400,3.85,2.2400,4.3,Hot,Subgiant,Hot Subgiant,370567.2758,2.80449E+30,0.05793,1.5,2.03,3,13.04308975,1.10431E+13,3.48493E+20,-1.59501E-15,-5.03348E-05,2.34799E+28,1634895000,9813620318,1.69556E-05,371520,1.69121E-05,-2.10211E-19,-2.10211E-20,-2.10211E-21,-0.003687376,-0.000368738,-3.68738E-05,0.013650582,0.136505817,1.365058167,5.03348E-05,0.000368738
TOI-4603 b,TOI-4603,b,1,1,7.24599,0.0888,1.042,12.89,0.325,F,6264.00,2.738,1.765,0.3420,3.81,1.6400,,Hot,Subgiant,Hot Subgiant,626053.536,3.51059E+30,0.08857,2,0.92,3,10.2510438,17825585158,5.62533E+17,-1.66938E-12,-0.052681598,2.44669E+28,1904826600,13284290918,1.00362E-05,0,0,-1.90794E-17,-1.90794E-18,-1.90794E-19,-0.565421519,-0.056542152,-0.005654215,0.093172254,0.931722544,9.317225441,0.052681598,0.056542152
HATS-70 b,HATS-70,b,1,1,1.8882378,0.03632,1.384,12.9,0.18,,7930.00,1.881,1.78,0.0410,4.167,0.8100,,Hot,Main Sequence,,163143.7459,3.54042E+30,0.03624,2,0.92,3,6.651181584,4479005.383,1.41347E+14,-1.73132E-09,-54.63615199,2.44859E+28,1308611700,5433394664,3.85132E-05,0,0,-9.71361E-16,-9.71361E-17,-9.71361E-18,-7.501467318,-0.750146732,-0.075014673,7.283395325,72.83395325,728.3395325,54.63615199,0.750146732
WD 1856+534 b,WD 1856+534,b,3,1,1.4079405,0.0204,0.92782585,13.8,0,,4710.00,0.0131,0.518,,7.915,7.9300,,Cool,Main Sequence,Cool MS,121646.0592,1.0303E+30,0.01975,0.5,8.97,3,10.134613,13633677086,4.30246E+17,-4.24104E-13,-0.013383703,2.61942E+28,9113670,3051796562,5.16514E-05,0,0,-1.40354E-24,-1.40354E-25,-1.40354E-26,-8.08196E-09,-8.08196E-10,-8.08196E-11,1655997.196,16559971.96,165599719.6,0.013383703,8.08196E-10
Kepler-80 f,Kepler-80,f,1,6,0.9867873,0.0175,0.10794897,14.03187979,0.186,K5,4540.00,0.678,0.73,0.0400,4.639,2.0000,,Cool,Main Sequence,Cool MS,85258.42272,1.45197E+30,0.01747,0.8,1.07,3,8.255742698,180194984.1,5.68652E+15,-2.24896E-11,-0.709718058,2.66343E+28,471684600,2617962737,7.36958E-05,0,0,-1.155E-15,-1.155E-16,-1.155E-17,-4.66136334,-0.466136334,-0.046613633,0.152255468,1.522554682,15.22554682,0.709718058,0.466136334
HD 41004 B b,HD 41004 B,b,2,2,1.3283,,1.08,18.37,0.081,M2 V,5036.00,1.04137,0.4,,4.32713,,,Cool,Main Sequence,Cool MS,114765.12,7.956E+29,0.01743,,,,,,,,,,,,,,,,,,,,,,,,,
GPX-1 b,GPX-1,b,1,1,1.744579,0.0338,1.47,19.7,0,F2,7000.00,1.56,1.68,0.3500,4.27,0.2700,,Hot,Main Sequence,,150731.6256,3.34152E+30,0.03372,1.5,2.03,3,10.58282259,38266839069,1.20761E+18,-1.87227E-13,-0.005908443,3.73932E+28,1085292000,5056408030,4.16846E-05,0,0,-9.56222E-16,-9.56222E-17,-9.56222E-18,-6.822729761,-0.682272976,-0.068227298,0.000865994,0.00865994,0.0865994,0.005908443,0.682272976
ZTF J1828+2308 b,ZTF J1828+2308,b,1,1,0.1120067,,0.993,20,,,15900.00,0.0131,0.61,,8.05,,,Cool,Main Sequence,Cool MS,9677.37888,1.21329E+30,0.00386,,,,,,,,,,,,,,,,,,,,,,,,,
CoRoT-3 b,CoRoT-3,b,1,1,4.2568,0.05783,1.01,21.66,0,F3 V,6740.00,1.56,1.37,0.1400,4.22,2.2000,,Hot,Main Sequence,,367787.52,2.72493E+30,0.05709,1.5,2.03,3,13.02249587,1.05316E+13,3.32353E+20,-1.65992E-15,-5.23832E-05,4.11135E+28,1085292000,8651244863,1.70837E-05,0,0,-3.60383E-17,-3.60383E-18,-3.60383E-19,-0.627417532,-0.062741753,-0.006274175,8.34902E-05,0.000834902,0.008349024,5.23832E-05,0.062741753
TOI-5882 b,TOI-5882,b,1,1,7.148972,0.0804,1.023,22.01,0.0339,,5920.00,2.26,1.334,0.1800,3.856,4.1100,,Hot,Subgiant,Hot Subgiant,617671.1808,2.65333E+30,0.07996,1.2,4,3,13.2596903,1.8184E+13,5.73845E+20,-1.61456E-15,-5.09517E-05,4.17778E+28,1572282000,12027668804,1.01724E-05,0,0,-2.75128E-17,-2.75128E-18,-2.75128E-19,-0.804429336,-0.080442934,-0.008044293,6.33389E-05,0.000633389,0.006333888,5.09517E-05,0.080442934
TOI-1994 b,TOI-1994,b,1,1,4.0337142,0.0613,1.22,22.1,0.341,,7700.00,2.3,1.86,-0.0100,3.982,0.9400,,Hot,Subgiant,Hot Subgiant,348512.9069,3.69954E+30,0.06099,2,0.92,3,8.683040414,481992647.8,1.52105E+16,-3.43689E-11,-1.084600279,4.19487E+28,1600110000,9170349474,1.80286E-05,0,0,-1.48787E-16,-1.48787E-17,-1.48787E-18,-2.454583847,-0.245458385,-0.024545838,0.441867276,4.418672763,44.18672763,1.084600279,0.245458385
ZTF J1230-2655 b,ZTF J1230-2655,b,1,1,0.23597766,,1.23,22.1,,,10000.00,0.0123,0.646,,8.07,,,Cool,Main Sequence,Cool MS,20388.46982,1.28489E+30,0.00646,,,,,,,,,,,,,,,,,,,,,,,,,
KELT-1 b,KELT-1,b,1,1,1.217514,0.02466,1.11,27.23,0.0099,,6516.00,1.471,1.335,0.0520,4.228,,,Hot,Main Sequence,,105193.2096,2.65532E+30,0.02457,,,,,,,,,,,,,,,,,,,,,,,,,
