pl_name,hostname,pl_letter,sy_snum,sy_pnum,pl_orbper,pl_orbsmax,pl_radj,pl_bmassj,pl_orbeccen,st_spectype,st_teff,st_rad,st_mass,st_met,st_logg,st_age,st_rotp,mass_class,evol_stage,host_bin,secs_pl_orbper,msol_kg,a_calc,st_mass_bin,age_bin,j_mass_bin,log10_tau_wein,t_a_wein_yr,t_a_wein_sec,Pdot_WN_ss,Pdot_WN_ms_yr,Mp_kg,Rstar_m,a_m,n_rad_s,Prot_sec,Omega_st_rad_s,adot_over_a_Q6,adot_over_a_Q7,adot_over_a_Q8,Pdot_Q6_ms_yr,Pdot_Q7_ms_yr,Pdot_Q8_ms_yr,ratio_WN_to_Q6,ratio_WN_to_Q7,ratio_WN_to_Q8,abs_Pdot_WN,abs_Pdot_Q7
K2-237 b,K2-237,b,1,1,2.18053332,0.03552,1.433,1.366,0.03,F9 V,6180.00,1.236,1.256,0.3370,4.353,1.0900,5.07,Hot,Main Sequence,,188398.0788,2.49818E+30,0.03551,1.2,1.05,1,16.35724886,2.2764E+16,7.18378E+23,-3.93382E-19,-1.24142E-08,2.59285E+27,859885200,5313716367,3.33506E-05,438048,1.43436E-05,-9.85118E-18,-9.85118E-19,-9.85118E-20,-0.087853708,-0.008785371,-0.000878537,1.41305E-07,1.41305E-06,1.41305E-05,1.24142E-08,0.008785371
HATS-2 b,HATS-2,b,1,1,1.35413379,0.02317,1.122,1.37,0,K,5227.00,0.876,0.904,0.1500,4.51,7.2000,22.46,Solar,Main Sequence,Solar MS,116997.1595,1.79806E+30,0.02316,1,8.72,1,8.618972774,415884538,1.31243E+16,-1.33718E-11,-0.42198188,2.60044E+27,609433200,3466182664,5.37037E-05,1940544,3.23785E-06,-5.51858E-17,-5.51858E-18,-5.51858E-19,-0.305631183,-0.030563118,-0.003056312,1.380689875,13.80689875,138.0689875,0.42198188,0.030563118
Kepler-447 b,Kepler-447,b,1,1,7.79430132,0.0769,1.65,1.37,0.123,G8 V,5493.00,1.05,1,0.0700,4.4,1.6200,,Solar,Main Sequence,Solar MS,673427.634,1.989E+30,0.07694,1,1.03,1,19.08123332,1.20568E+19,3.80485E+26,-2.65488E-21,-8.37816E-11,2.60044E+27,730485000,11504076257,9.33016E-06,0,0,-5.66645E-20,-5.66645E-21,-5.66645E-22,-0.00180633,-0.000180633,-1.80633E-05,4.63822E-08,4.63822E-07,4.63822E-06,8.37816E-11,0.000180633
TOI-3523 A b,TOI-3523 A,b,3,1,2.30458952,0.03559,1.425,1.37,0.047,,6450.00,1.448,1.131,-0.3660,4.171,4.3000,,Hot,Main Sequence,,199116.5345,2.24956E+30,0.03558,1.2,4,1,10.20918528,16187704771,5.10845E+17,-5.84668E-13,-0.01845072,2.60044E+27,1007373600,5324188218,3.15553E-05,0,0,-3.98034E-17,-3.98034E-18,-3.98034E-19,-0.375165217,-0.037516522,-0.003751652,0.049180251,0.491802512,4.918025118,0.01845072,0.037516522
HATS-77 b,HATS-77,b,1,1,3.0876262,0.03607,1.165,1.374,0.045,,4071.00,0.6428,0.655,0.2530,4.638,12.1000,,Cool,Main Sequence,Cool MS,266770.9037,1.3028E+30,0.03604,0.8,8.97,1,11.91333555,8.19097E+11,2.58487E+19,-1.54807E-14,-0.000488533,2.60803E+27,447195960,5395995196,2.35527E-05,0,0,-8.29511E-19,-8.29511E-20,-8.29511E-21,-0.010475043,-0.001047504,-0.00010475,0.046637834,0.466378342,4.663783423,0.000488533,0.001047504
KELT-7 b,KELT-7,b,1,1,2.73477,0.04415,1.6,1.39,0,F,6768.00,1.81,1.76,0.0000,4.5,1.3000,,Hot,Main Sequence,,236284.128,3.50064E+30,0.04621,2,0.92,1,7.803520153,63609232.16,2.00735E+15,-1.76564E-10,-5.571930048,2.6384E+27,1259217000,6604745991,2.65917E-05,0,0,-2.27182E-17,-2.27182E-18,-2.27182E-19,-0.254099144,-0.025409914,-0.002540991,21.92817322,219.2817322,2192.817322,5.571930048,0.025409914
OGLE-TR-56 b,OGLE-TR-56,b,1,1,1.2119189,0.02383,1.36301421,1.39,0,F8 V,6050.00,1.363,1.228,0.2500,4.258,3.0000,,Hot,Main Sequence,,104709.793,2.44249E+30,0.02382,1.2,4,1,8.441953543,276664567.9,8.73087E+15,-1.79896E-11,-0.567708003,2.6384E+27,948239100,3564917259,6.00057E-05,0,0,-3.88378E-16,-3.88378E-17,-3.88378E-18,-1.92502882,-0.192502882,-0.019250288,0.294908833,2.949088333,29.49088333,0.567708003,0.192502882
WASP-71 b,WASP-71,b,1,1,2.90367,0.04622,1.18,1.39,0,F8,6050.00,1.82,0.76,0.1500,3.9,3.0000,,Cool,Subgiant,Cool Subgiant,250877.088,1.51164E+30,0.03635,0.8,4.87,1,12.50963545,3.23322E+12,1.02033E+20,-3.68819E-15,-0.00011639,2.6384E+27,1266174000,6914413584,2.50449E-05,0,0,-4.05055E-17,-4.05055E-18,-4.05055E-19,-0.481027801,-0.04810278,-0.004810278,0.000241962,0.002419617,0.02419617,0.00011639,0.04810278
K2-22 b,K2-22,b,2,1,0.381073,0.009,0.20519261,1.4,0.19,M0 V,3879.00,0.58,0.595292,0.0320,4.7,,,Cool,Main Sequence,Cool MS,32924.7072,1.18404E+30,0.00865,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2886 b,TOI-2886,b,1,1,1.60200105,0.02871,1.663,1.4,0.11,,6240.00,1.241,1.229,0.2840,4.34,1.7000,,Hot,Main Sequence,,138412.8907,2.44448E+30,0.02870,1.2,1.05,1,14.84490865,6.99695E+14,2.20807E+22,-9.40276E-18,-2.96728E-07,2.65738E+27,863363700,4294954868,4.53945E-05,0,0,-7.28885E-17,-7.28885E-18,-7.28885E-19,-0.477563177,-0.047756318,-0.004775632,6.21339E-07,6.21339E-06,6.21339E-05,2.96728E-07,0.047756318
HAT-P-57 b,HAT-P-57,b,3,1,2.4653,0.0406,1.74,1.41,0,A8 V,6330.00,1.85,2.77,-0.2500,4.25,1.0000,,Hot,Main Sequence,,213001.92,5.50953E+30,0.05016,2,0.92,1,7.533822674,34183983.79,1.07876E+15,-2.96175E-10,-9.346566567,2.67636E+27,1287045000,6073673550,2.94983E-05,0,0,-2.75519E-17,-2.75519E-18,-2.75519E-19,-0.27779828,-0.027779828,-0.002777983,33.64515634,336.4515634,3364.515634,9.346566567,0.027779828
TOI-1295 b,TOI-1295,b,1,1,3.1968838,0.047,1.4,1.42,0.024,F,6280.00,1.7,1.38,0.2600,4.1,2.0000,11,Hot,Main Sequence,,276210.7603,2.74482E+30,0.04729,1.5,2.03,1,12.69861128,4.99587E+12,1.57658E+20,-2.62795E-15,-8.29317E-05,2.69534E+27,1182690000,7031099923,2.27478E-05,950400,6.6111E-06,-9.60209E-18,-9.60209E-19,-9.60209E-20,-0.125545659,-0.012554566,-0.001255457,0.00066057,0.0066057,0.066057004,8.29317E-05,0.012554566
XO-4 b,XO-4,b,1,1,4.12508,0.05524,1.25,1.42,0,F5 V,6397.00,1.45,1.1,-0.0400,4.18,2.1000,,Solar,Main Sequence,Solar MS,356406.912,2.1879E+30,0.05197,1.2,1.05,1,19.48436847,3.05048E+19,9.62659E+26,-5.55348E-22,-1.75254E-11,2.69534E+27,1008765000,8263786377,1.76292E-05,0,0,-2.64904E-18,-2.64904E-19,-2.64904E-20,-0.044691924,-0.004469192,-0.000446919,3.92139E-10,3.92139E-09,3.92139E-08,1.75254E-11,0.004469192
TOI-4137 b,TOI-4137,b,1,1,3.8016122,0.05222,1.211,1.44,0,,6202.00,1.438,1.313,0.1820,4.24,2.1000,,Hot,Main Sequence,,328459.2941,2.61156E+30,0.05220,1.2,1.05,1,19.083812,1.21286E+19,3.82751E+26,-1.28723E-21,-4.0622E-11,2.73331E+27,1000416600,7812000808,1.91293E-05,0,0,-3.10308E-18,-3.10308E-19,-3.10308E-20,-0.04824692,-0.004824692,-0.000482469,8.4196E-10,8.4196E-09,8.4196E-08,4.0622E-11,0.004824692
WASP-95 b,WASP-95,b,1,1,2.18467,0.03416,1.23,1.44,0,G2,5830.00,1.23,1.46,0.1400,4.36,2.4000,,Hot,Main Sequence,,188755.488,2.90394E+30,0.03738,1.5,2.5,1,7.521262669,33209525.36,1.04801E+15,-2.70162E-10,-8.525663313,2.73331E+27,855711000,5110263263,3.32874E-05,0,0,-1.85615E-17,-1.85615E-18,-1.85615E-19,-0.165846999,-0.0165847,-0.00165847,51.4067987,514.067987,5140.67987,8.525663313,0.0165847
WASP-188 b,WASP-188,b,1,1,5.748916,0.072,1.322,1.443,0,,6850.00,1.83,1.5,0.0000,4.1,,,Hot,Main Sequence,,496706.3424,2.9835E+30,0.07190,,,,,,,,,,,,,,,,,,,,,,,,,
HATS-67 b,HATS-67,b,1,1,1.6091788,0.03032,1.685,1.45,0.057,,6594.00,1.441,1.435,0.3320,4.278,0.5100,,Hot,Main Sequence,,139033.0483,2.85422E+30,0.03031,1.5,2.03,1,10.67740954,47578368029,1.50146E+18,-1.38898E-13,-0.004383286,2.75229E+27,1002503700,4535807440,4.5192E-05,0,0,-1.03428E-16,-1.03428E-17,-1.03428E-18,-0.680693738,-0.068069374,-0.006806937,0.006439439,0.064394386,0.643943861,0.004383286,0.068069374
HATS-74 A b,HATS-74 A,b,2,1,1.73185606,0.02384,1.032,1.46,0.044,,3776.90,0.5758,0.601,0.5140,4.696,11.0000,4.74542,Cool,Main Sequence,Cool MS,149632.3636,1.19539E+30,0.02382,0.5,8.97,1,12.70690944,5.09225E+12,1.60699E+20,-1.3967E-15,-4.40765E-05,2.77127E+27,400584060,3566413237,4.19908E-05,410004.288,1.53247E-05,-4.97339E-18,-4.97339E-19,-4.97339E-20,-0.035226778,-0.003522678,-0.000352268,0.001251222,0.012512222,0.125122217,4.40765E-05,0.003522678
HS Psc b,HS Psc,b,1,1,3.986,0.0435,1.21,1.46,0.27,K7 V,4203.00,0.65,0.69,-0.0500,4.66,0.1330,1.086,Cool,Main Sequence,Cool MS,344390.4,1.37241E+30,0.04348,0.8,1.07,1,17.33327165,2.15413E+17,6.79791E+24,-7.59918E-20,-2.39812E-09,2.77127E+27,452205000,6507507375,1.82444E-05,93830.4,6.69632E-05,7.17312E-19,7.17312E-20,7.17312E-21,0.01169376,0.001169376,0.000116938,-2.05077E-07,-2.05077E-06,-2.05077E-05,2.39812E-09,0.001169376
TOI-564 b,TOI-564,b,1,1,1.651144,0.02734,1.02,1.463,0.072,,5640.00,1.088,0.998,0.1430,4.364,7.3000,,Solar,Main Sequence,Solar MS,142658.8416,1.98502E+30,0.02732,1,8.72,1,9.172525152,1487733533,4.69493E+16,-4.55786E-12,-0.143835074,2.77696E+27,756921600,4090005785,4.40434E-05,0,0,-6.01913E-17,-6.01913E-18,-6.01913E-19,-0.406469015,-0.040646902,-0.00406469,0.353864792,3.538647925,35.38647925,0.143835074,0.040646902
WASP-50 b,WASP-50,b,1,1,1.9551,0.0293,1.166,1.4688,0.009,,5400.00,0.843,0.892,-0.1200,4.54,7.0000,16.3,Cool,Main Sequence,Cool MS,168920.64,1.77419E+30,0.02946,0.8,8.97,1,10.45396802,28442516715,8.97578E+17,-2.82294E-13,-0.008908528,2.78797E+27,586475100,4383217612,3.71961E-05,1408320,4.46148E-06,-9.92639E-18,-9.92639E-19,-9.92639E-20,-0.07937235,-0.007937235,-0.000793723,0.112237173,1.122371729,11.22371729,0.008908528,0.007937235
HATS-23 b,HATS-23,b,1,1,2.1605156,0.03397,1.86,1.47,0.114,G V,5780.00,1.199,1.121,0.2800,4.328,4.2000,,Hot,Main Sequence,,186668.5478,2.22967E+30,0.03398,1.2,4,1,10.0316759,10756621907,3.39453E+17,-8.24864E-13,-0.026030739,2.79025E+27,834144300,5081839668,3.36596E-05,0,0,-2.25853E-17,-2.25853E-18,-2.25853E-19,-0.199568337,-0.019956834,-0.001995683,0.130435217,1.304352174,13.04352174,0.026030739,0.019956834
WASP-12 b,WASP-12,b,3,1,1.091418901,0.0234,1.965,1.47,0.0447,,6265.00,1.69,1.325,0.1200,4.11,3.0500,,Hot,Main Sequence,,94298.59305,2.63543E+30,0.02279,1.2,4,1,8.153986425,142556303.4,4.49873E+15,-3.14417E-11,-0.992224729,2.79025E+27,1175733000,3500590174,6.66307E-05,0,0,-1.3568E-15,-1.3568E-16,-1.3568E-17,-6.056440117,-0.605644012,-0.060564401,0.163829694,1.638296937,16.38296937,0.992224729,0.605644012
WASP-93 b,WASP-93,b,1,1,2.7325321,0.04211,1.597,1.47,0,F4,6700.00,1.524,1.334,0.0700,4.197,0.7000,1.45,Hot,Main Sequence,,236090.7734,2.65333E+30,0.04211,1.2,1.05,1,17.46414404,2.91168E+17,9.18857E+24,-3.85409E-20,-1.21626E-09,2.79025E+27,1060246800,6299566335,2.66134E-05,125280,5.01531E-05,1.50435E-17,1.50435E-18,1.50435E-19,0.168121056,0.016812106,0.001681211,-7.23443E-09,-7.23443E-08,-7.23443E-07,1.21626E-09,0.016812106
HD 215152 c,HD 215152,c,1,4,7.28243,0.067393,,1.475,0,K3 V,4935.00,0.73,0.77,-0.1000,4.4,,42,Cool,Main Sequence,Cool MS,629201.952,1.53153E+30,0.06740,,,,,,,,,,,,,,,,,,,,,,,,,
HD 86081 b,HD 86081,b,2,1,2.1378431,0.0346,1.21,1.48,0.0119,F8,5939.00,1.46,1.21,0.2200,4.18,3.6100,,Hot,Main Sequence,,184709.6438,2.40669E+30,0.03461,1.2,4,1,10.00266792,10061620116,3.17521E+17,-8.72587E-13,-0.027536765,2.80923E+27,1015722000,5176086326,3.40166E-05,0,0,-5.19921E-17,-5.19921E-18,-5.19921E-19,-0.45459208,-0.045459208,-0.004545921,0.060574669,0.605746689,6.057466887,0.027536765,0.045459208
HAT-P-53 b,HAT-P-53,b,1,1,1.9616241,0.03159,1.318,1.484,0.134,,5956.00,1.209,1.093,0.0000,4.31,4.6700,,Solar,Main Sequence,Solar MS,169484.3222,2.17398E+30,0.03159,1,4.6,1,10.06840331,11705859669,3.69409E+17,-6.88198E-13,-0.021717882,2.81682E+27,841101300,4725796735,3.70724E-05,0,0,-3.86042E-17,-3.86042E-18,-3.86042E-19,-0.309712582,-0.030971258,-0.003097126,0.0701227,0.701226997,7.012269968,0.021717882,0.030971258
TOI-4551 b,TOI-4551,b,1,1,9.95581,0.0994,1.058,1.49,0.101,,4896.00,3.55,1.31,0.2300,3.48,4.9200,,Hot,Subgiant,Hot Subgiant,860181.984,2.60559E+30,0.09911,1.2,4,1,14.23270797,1.70887E+14,5.39277E+21,-2.3926E-16,-7.55046E-06,2.82821E+27,2469735000,14870028348,7.30448E-06,0,0,-4.50922E-18,-4.50922E-19,-4.50922E-20,-0.183605865,-0.018360587,-0.001836059,4.11232E-05,0.000411232,0.004112322,7.55046E-06,0.018360587
TrES-2 b,TrES-2,b,2,1,2.47063,0.03568,1.36,1.49,0,G0 V,5850.00,1.12,1.36,-0.1500,4.43,3.5500,,Hot,Main Sequence,,213462.432,2.70504E+30,0.03963,1.5,2.5,1,7.850426611,70864154.65,2.2363E+15,-1.4318E-10,-4.51841484,2.82821E+27,779184000,5337652027,2.94346E-05,0,0,-9.18033E-18,-9.18033E-19,-9.18033E-20,-0.092763042,-0.009276304,-0.00092763,48.70921399,487.0921399,4870.921399,4.51841484,0.009276304
WASP-103 b,WASP-103,b,1,1,0.925542,0.01985,1.528,1.49,0,F8 V,6110.00,1.436,1.22,0.0600,4.22,4.0000,,Hot,Main Sequence,,79966.8288,2.42658E+30,0.01986,1.2,4,1,7.700684819,50197815.6,1.58412E+15,-7.57203E-11,-2.389551055,2.82821E+27,999025200,2969517733,7.85724E-05,0,0,-1.77604E-15,-1.77604E-16,-1.77604E-17,-6.72291804,-0.672291804,-0.06722918,0.355433614,3.554336138,35.54336138,2.389551055,0.672291804
WASP-136 b,WASP-136,b,1,1,5.215357,0.0661,1.38,1.51,0,,6260.00,2.21,1.41,-0.1800,3.9,3.6200,5.4,Hot,Subgiant,Hot Subgiant,450606.8448,2.80449E+30,0.06600,1.5,2.5,2,9.738082934,5471204330,1.72658E+17,-3.91473E-12,-0.123539577,2.86618E+27,1537497000,9888419253,1.39438E-05,466560,1.3467E-05,-1.9926E-19,-1.9926E-20,-1.9926E-21,-0.004250233,-0.000425023,-4.25023E-05,29.06654287,290.6654287,2906.654287,0.123539577,0.000425023
HAT-P-59 b,HAT-P-59,b,1,1,4.1419771,0.05064,1.123,1.54,0.03,,5678.00,1.1038,1.008,0.2170,4.356,7.3000,,Solar,Main Sequence,Solar MS,357866.8214,2.00491E+30,0.05061,1,8.72,2,11.57005011,3.71578E+11,1.17261E+19,-4.57782E-14,-0.00144465,2.92312E+27,767913660,7575636172,1.75573E-05,0,0,-1.23279E-18,-1.23279E-19,-1.23279E-20,-0.020883601,-0.00208836,-0.000208836,0.06917628,0.691762796,6.917627961,0.00144465,0.00208836
WASP-65 b,WASP-65,b,1,1,2.3114243,0.0334,1.112,1.55,0,G6,5600.00,1.01,0.93,-0.0700,4.4,8.0000,,Solar,Main Sequence,Solar MS,199707.0595,1.84977E+30,0.03340,1,8.72,2,9.947947411,8870485923,2.79931E+17,-1.07012E-12,-0.033770482,2.9421E+27,702657000,4996568881,3.1462E-05,0,0,-1.2385E-17,-1.2385E-18,-1.2385E-19,-0.117080622,-0.011708062,-0.001170806,0.288437847,2.884378474,28.84378474,0.033770482,0.011708062
TOI-2236 b,TOI-2236,b,1,1,3.5315902,0.05009,1.282,1.58,0,,6248.00,1.573,1.343,0.1190,4.172,2.5200,,Hot,Main Sequence,,305129.3933,2.67123E+30,0.05008,1.2,4,2,11.30563222,2.02131E+11,6.37876E+18,-7.17528E-14,-0.002264348,2.99905E+27,1094336100,7493357343,2.05919E-05,0,0,-6.91118E-18,-6.91118E-19,-6.91118E-20,-0.099823149,-0.009982315,-0.000998231,0.022683592,0.226835919,2.268359185,0.002264348,0.009982315
WASP-5 b,WASP-5,b,1,1,1.6284279,0.0267,1.087,1.58,0.038,G5,5700.00,1.029,0.96,0.0900,4.395,5.4000,16.2,Solar,Main Sequence,Solar MS,140696.1706,1.90944E+30,0.02672,1,4.6,2,9.273365854,1876574687,5.92202E+16,-3.56372E-12,-0.112462487,2.99905E+27,715875300,3994263148,4.46578E-05,1399680,4.48902E-06,-5.25027E-17,-5.25027E-18,-5.25027E-19,-0.349670948,-0.034967095,-0.003496709,0.321623765,3.216237648,32.16237648,0.112462487,0.034967095
HATS-40 b,HATS-40,b,1,1,3.2642736,0.04997,1.58,1.59,0.312,,6460.00,2.26,1.561,0.0100,3.921,2.0700,,Hot,Subgiant,Hot Subgiant,282033.239,3.10483E+30,0.04996,1.5,2.03,2,12.4216542,2.64031E+12,8.33217E+19,-5.07731E-15,-0.000160228,3.01803E+27,1572282000,7475405599,2.22782E-05,0,0,-4.01103E-17,-4.01103E-18,-4.01103E-19,-0.535490049,-0.053549005,-0.0053549,0.000299217,0.002992168,0.029921678,0.000160228,0.053549005
TOI-2337 b,TOI-2337,b,1,1,2.99432,,0.9,1.6,0.019,,4780.00,3.22,1.325,0.3900,3.5,4.9000,,Hot,Subgiant,Hot Subgiant,258709.248,2.63543E+30,0.04466,1.2,4,2,10.84262053,69601808898,2.19647E+18,-1.76676E-13,-0.005575485,3.03701E+27,2240154000,0,2.42867E-05,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
WASP-170 b,WASP-170,b,1,1,2.34478022,0.0337,1.096,1.6,,,5600.00,0.938,0.93,0.2200,4.466,,,Solar,Main Sequence,Solar MS,202589.011,1.84977E+30,0.03372,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-6029 b,TOI-6029,b,1,1,5.7987,,1.284,1.635,0.091,,6223.00,2.338,1.548,0.3700,3.886,2.3100,,Hot,Subgiant,Hot Subgiant,501007.68,3.07897E+30,0.07308,1.5,2.5,2,10.02073499,10489021878,3.31008E+17,-2.27037E-12,-0.071647436,3.10344E+27,1626546600,0,1.25411E-05,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,
WASP-178 b,WASP-178,b,1,1,3.3448285,0.0558,1.81,1.66,0,A1 IV-V,9360.00,1.67,2.07,0.2100,4.31,0.4300,,Hot,Main Sequence,,288993.1824,4.11723E+30,0.05579,2,0.7,2,14.34372937,2.20663E+14,6.96359E+21,-6.22509E-17,-1.96449E-06,3.1509E+27,1161819000,8347561185,2.17416E-05,0,0,-3.91046E-18,-3.91046E-19,-3.91046E-20,-0.05349471,-0.005349471,-0.000534947,3.6723E-05,0.00036723,0.003672304,1.96449E-06,0.005349471
WASP-77 A b,WASP-77 A,b,2,1,1.360029395,0.023233633,1.21,1.6654,0.01353,G8 V,5617.00,0.91,0.903,-0.1000,4.476,6.2000,15.4,Solar,Main Sequence,Solar MS,117506.5397,1.79607E+30,0.02322,1,8.72,2,8.473096135,297232391.1,9.37994E+15,-1.87911E-11,-0.59300337,3.16115E+27,633087000,3475702025,5.34709E-05,1330560,4.72221E-06,-7.74109E-17,-7.74109E-18,-7.74109E-19,-0.430585459,-0.043058546,-0.004305855,1.377202498,13.77202498,137.7202498,0.59300337,0.043058546
TOI-3364 b,TOI-3364,b,1,1,5.8768918,0.0675,1.091,1.67,0,,5706.00,1.419,1.186,0.3870,4.209,5.4000,,Hot,Main Sequence,,507763.4515,2.35895E+30,0.06747,1.2,6,2,9.821147377,6624412637,2.09051E+17,-3.64335E-12,-0.114975503,3.16988E+27,987198300,10097856272,1.23742E-05,0,0,-6.68236E-19,-6.68236E-20,-6.68236E-21,-0.01606152,-0.001606152,-0.000160615,7.158444947,71.58444947,715.8444947,0.114975503,0.001606152
MASCARA-4 b,MASCARA-4,b,2,1,2.8240932,0.0474,1.515,1.675,0,A7 V,7800.00,1.79,1.75,0.0000,4.1,0.8000,,Hot,Main Sequence,,244001.6525,3.48075E+30,0.04712,2,0.92,2,7.760470758,57606402.93,1.81792E+15,-2.0133E-10,-6.353503432,3.17937E+27,1245303000,7090939071,2.57506E-05,0,0,-1.76817E-17,-1.76817E-18,-1.76817E-19,-0.204226429,-0.020422643,-0.002042264,31.11009409,311.1009409,3111.009409,6.353503432,0.020422643
Gaia-1 b,Gaia-1,b,1,1,3.052524,0.04047,1.229,1.68,,,5470.00,0.952,0.949,,4.43994,,,Solar,Main Sequence,Solar MS,263738.0736,1.88756E+30,0.04047,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-2977 b,TOI-2977,b,1,1,2.3505614,0.03386,1.174,1.68,0,,5691.00,1.073,0.936,0.0130,4.35,9.8000,,Solar,Main Sequence,Solar MS,203088.505,1.8617E+30,0.03385,1,8.72,2,9.994638858,9877313951,3.11704E+17,-9.77313E-13,-0.03084166,3.18886E+27,746486100,5065383902,3.09382E-05,0,0,-1.6576E-17,-1.6576E-18,-1.6576E-19,-0.159352547,-0.015935255,-0.001593525,0.193543564,1.935435642,19.35435642,0.03084166,0.015935255
K2-34 b,K2-34,b,1,1,2.9956348,0.0442,1.22669495,1.698,0,F,6168.00,1.42,1.16,0.0100,4.2,2.8800,,Hot,Main Sequence,,258822.8467,2.30724E+30,0.04273,1.2,4,2,10.84385219,69799480614,2.2027E+18,-1.76253E-13,-0.005562137,3.22302E+27,987894000,6612225885,2.4276E-05,0,0,-1.13599E-17,-1.13599E-18,-1.13599E-19,-0.13917839,-0.013917839,-0.001391784,0.039964085,0.399640847,3.996408471,0.005562137,0.013917839
KELT-2 A b,KELT-2 A,b,2,1,4.11379,0.05497,1.35,1.7,0,F8,6327.00,1.93,1.54,0.0000,4.5,3.9700,,Hot,Main Sequence,,355431.456,3.06306E+30,0.05803,1.5,2.5,2,9.105571252,1275179292,4.02416E+16,-1.32487E-11,-0.418095861,3.22682E+27,1342701000,8223394952,1.76776E-05,0,0,-9.72516E-18,-9.72516E-19,-9.72516E-20,-0.163624298,-0.01636243,-0.001636243,2.555218672,25.55218672,255.5218672,0.418095861,0.01636243
K2-260 b,K2-260,b,1,1,2.62669762,0.04392,1.643,1.72,0.053,F6 V,6860.00,1.755,1.637,0.3340,4.161,0.6500,,Hot,Main Sequence,,226946.6744,3.25599E+30,0.04391,1.5,2.03,2,11.81296563,6.50078E+11,2.05149E+19,-1.65938E-14,-0.00052366,3.26478E+27,1220953500,6570338481,2.76857E-05,0,0,-2.76819E-17,-2.76819E-18,-2.76819E-19,-0.297382528,-0.029738253,-0.002973825,0.001760897,0.017608972,0.17608972,0.00052366,0.029738253
WASP-114 b,WASP-114,b,2,1,1.5487743,0.02851,1.339,1.769,0.012,G0,5940.00,1.43,1.289,0.1400,4.3,4.3000,9.96,Hot,Main Sequence,,133814.0995,2.56382E+30,0.02851,1.2,4,2,8.993017574,984050926.2,3.10543E+16,-6.46356E-12,-0.203974351,3.35779E+27,994851000,4265035294,4.69546E-05,860544,7.30141E-06,-1.61374E-16,-1.61374E-17,-1.61374E-18,-1.022187815,-0.102218781,-0.010221878,0.199546843,1.995468429,19.95468429,0.203974351,0.102218781
K2-31 b,K2-31,b,2,1,1.25785,0.022,1.06,1.774,0,G7 V,5280.00,0.78,0.91,0.0800,4.6,,18.38,Solar,Main Sequence,Solar MS,108678.24,1.80999E+30,0.02210,,,,,,,,,,,,,,,,,,,,,,,,,
HD 215152 b,HD 215152,b,1,4,5.75999,0.057638,,1.779,0,K3 V,4935.00,0.73,0.77,-0.1000,4.4,,42,Cool,Main Sequence,Cool MS,497663.136,1.53153E+30,0.05764,,,,,,,,,,,,,,,,,,,,,,,,,
TOI-3593 b,TOI-3593,b,1,1,3.8212867,0.0481,0.984,1.78,0.105,,5550.00,0.918,1.015,0.3840,4.519,1.8000,,Solar,Main Sequence,Solar MS,330159.1709,2.01884E+30,0.04808,1,1.03,2,13.67689824,4.75224E+13,1.49969E+21,-3.30227E-16,-1.04212E-05,3.37867E+27,638652600,7195657581,1.90308E-05,0,0,-7.89378E-19,-7.89378E-20,-7.89378E-21,-0.012336834,-0.001233683,-0.000123368,0.00084472,0.008447198,0.084471978,1.04212E-05,0.001233683
WASP-43 b,WASP-43,b,1,1,0.813475,0.0142,0.93,1.78,0,K7 V,4400.00,0.6,0.58,-0.0500,4.65,7.0000,15.6,Cool,Main Sequence,Cool MS,70284.24,1.15362E+30,0.01422,0.5,8.97,2,9.195765439,1569514885,4.95301E+16,-2.12853E-12,-0.067171303,3.37867E+27,417420000,2124289764,8.93968E-05,1347840,4.66167E-06,-3.27157E-16,-3.27157E-17,-3.27157E-18,-1.088453292,-0.108845329,-0.010884533,0.061712619,0.617126188,6.171261877,0.067171303,0.108845329
TrES-5 b,TrES-5,b,1,1,1.48224686,0.02459,1.194,1.79,0,,5171.00,0.868,0.901,0.2000,4.517,7.4000,,Solar,Main Sequence,Solar MS,128066.1287,1.79209E+30,0.02457,1,8.72,2,8.712397014,515699860.8,1.62742E+16,-1.18039E-11,-0.372501929,3.39765E+27,603867600,3678611641,4.9062E-05,0,0,-4.98961E-17,-4.98961E-18,-4.98961E-19,-0.302479507,-0.030247951,-0.003024795,1.231494763,12.31494763,123.1494763,0.372501929,0.030247951
TOI-4961 b,TOI-4961,b,1,1,7.479182,0.0726,1.101,1.8,0.182,,5380.00,0.912,0.912,0.2060,4.479,8.0000,,Solar,Main Sequence,Solar MS,646201.3248,1.81397E+30,0.07259,1,8.72,2,13.21340102,1.63456E+13,5.15828E+20,-1.87912E-15,-5.93005E-05,3.41663E+27,634478400,10860805413,9.72326E-06,0,0,-5.60748E-20,-5.60748E-21,-5.60748E-22,-0.001715262,-0.000171526,-1.71526E-05,0.034572246,0.345722461,3.457224613,5.93005E-05,0.000171526
